# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	locus_tag	feature_interval_length	product_length	old_locus_tag
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4388785	4390740	-	WP_010954692.1	WP_010954692.1		phage tail tape measure protein		PP_RS20120	1956	651	PP_3865
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4390733	4390924	-	WP_061405679.1	WP_061405679.1		hypothetical protein		PP_RS20125	192	63	PP_5640
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4390870	4391166	-	WP_049587943.1	WP_049587943.1		phage tail assembly protein		PP_RS20130	297	98	PP_3866
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4391163	4391510	-	WP_049587942.1	WP_049587942.1		phage tail tube protein		PP_RS20135	348	115	PP_3867
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4391593	4393014	-	WP_010951893.1	WP_010951893.1		group II intron reverse transcriptase/maturase	ltrA	PP_RS20140	1422	473	PP_3868
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4393484	4394971	-	WP_010954695.1	WP_010954695.1		phage tail sheath subtilisin-like domain-containing protein		PP_RS20145	1488	495	PP_3869
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4394971	4395174	-	WP_010954696.1	WP_010954696.1		DUF2635 domain-containing protein		PP_RS20150	204	67	PP_3870
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4395180	4395773	-	WP_049587778.1	WP_049587778.1		hypothetical protein		PP_RS20155	594	197	PP_3871
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4395803	4396288	-	WP_110771836.1	WP_110771836.1		hypothetical protein		PP_RS20160	486	161	PP_3873
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4396311	4396685	-	WP_010954700.1	WP_010954700.1		head-tail adaptor protein		PP_RS20165	375	124	PP_3874
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4396688	4397203	-	WP_172835030.1	WP_172835030.1		hypothetical protein		PP_RS20170	516	171	PP_3875
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4397242	4397490	-	WP_110771832.1	WP_110771832.1		hypothetical protein		PP_RS20175	249	82	PP_3876
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4397543	4398856	-	WP_049587776.1	WP_049587776.1		phage major capsid protein		PP_RS20180	1314	437	PP_3877
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4398918	4399889	-	WP_010954704.1	WP_010954704.1		S49 family peptidase		PP_RS20185	972	323	PP_3878
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4399886	4401157	-	WP_010954705.1	WP_010954705.1		phage portal protein		PP_RS20190	1272	423	PP_3879
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4401160	4401348	-	WP_010954706.1	WP_010954706.1		hypothetical protein		PP_RS20195	189	62	PP_3880
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4401345	4402982	-	WP_110771829.1	WP_110771829.1		terminase large subunit		PP_RS20200	1638	545	PP_3881
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4403113	4403460	-	WP_197686813.1	WP_197686813.1		phage terminase small subunit P27 family		PP_RS20205	348	115	PP_3882
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4403716	4404036	-	WP_010954709.1	WP_010954709.1		HNH endonuclease		PP_RS20210	321	106	PP_3883
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4404040	4404363	-	WP_010954710.1	WP_010954710.1		"phage holin, lambda family"		PP_RS20215	324	107	PP_3884
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4404522	4405151	+	WP_061405680.1	WP_061405680.1		hypothetical protein		PP_RS20220	630	209	PP_5641
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4405300	4405560	-	WP_010954712.1	WP_010954712.1		hypothetical protein		PP_RS20225	261	86	PP_3886
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4405544	4406215	-	WP_010954713.1	WP_010954713.1		hypothetical protein		PP_RS20230	672	223	PP_3887
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4406228	4406548	-	WP_010954714.1	WP_010954714.1		hypothetical protein		PP_RS20235	321	106	PP_3888
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4406545	4407843	-	WP_010954715.1	WP_010954715.1		site-specific integrase		PP_RS20240	1299	432	PP_3889
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4407840	4408268	-	WP_049587773.1	WP_049587773.1		VRR-NUC domain-containing protein		PP_RS20245	429	142	PP_3890
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4408265	4408435	-	WP_154070660.1	WP_154070660.1		hypothetical protein		PP_RS20250	171	56	
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4408432	4408728	-	WP_010954717.1	WP_010954717.1		DUF1364 domain-containing protein		PP_RS20255	297	98	PP_3891
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4408710	4408916	-	WP_010954718.1	WP_010954718.1		hypothetical protein		PP_RS20260	207	68	PP_3892
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4408916	4410313	-	WP_010954719.1	WP_010954719.1		AAA family ATPase		PP_RS20265	1398	465	PP_3893
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4410310	4411140	-	WP_010954720.1	WP_010954720.1		replication protein		PP_RS20270	831	276	PP_3894
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4411465	4411677	-	WP_010954721.1	WP_010954721.1		helix-turn-helix domain-containing protein		PP_RS20275	213	70	PP_3895
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4411765	4412412	+	WP_010954722.1	WP_010954722.1		helix-turn-helix transcriptional regulator		PP_RS20280	648	215	PP_3896
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4412470	4412883	+	WP_010954723.1	WP_010954723.1		HIRAN domain-containing protein		PP_RS20285	414	137	PP_3897
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4412927	4413163	+	WP_010954724.1	WP_010954724.1		hypothetical protein		PP_RS20290	237	78	PP_3898
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4413330	4414322	+	WP_049587768.1	WP_049587768.1		hypothetical protein		PP_RS20295	993	330	PP_5643
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4414325	4414891	+	WP_049587766.1	WP_049587766.1		hypothetical protein		PP_RS20300	567	188	PP_5644
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4415059	4415400	-	WP_049587764.1	WP_049587764.1		type II toxin-antitoxin system HicB family antitoxin		PP_RS20305	342	113	PP_3899
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4415400	4415648	-	WP_010954726.1	WP_010954726.1		type II toxin-antitoxin system HicA family toxin		PP_RS20310	249	82	PP_3900
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4415798	4416058	+	WP_010954727.1	WP_010954727.1		DUF1654 domain-containing protein		PP_RS20315	261	86	PP_3901
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4416430	4416639	+	WP_049587762.1	WP_049587762.1		hypothetical protein		PP_RS20320	210	69	PP_3903
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4417276	4417659	+	WP_049587761.1	WP_049587761.1		helix-turn-helix transcriptional regulator		PP_RS20325	384	127	PP_3905
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4417679	4417948	+	WP_010954732.1	WP_010954732.1		hypothetical protein		PP_RS20330	270	89	PP_3906
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4417945	4418403	+	WP_010954733.1	WP_010954733.1		hypothetical protein		PP_RS20335	459	152	PP_3907
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4418485	4418835	+	WP_010954734.1	WP_010954734.1		hypothetical protein		PP_RS20340	351	116	PP_3908
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4418849	4419127	-	WP_010954735.1	WP_010954735.1		hypothetical protein		PP_RS20345	279	92	PP_3909
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4419234	4419785	+	WP_049587760.1	WP_049587760.1		hypothetical protein		PP_RS20350	552	183	PP_3910
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4419800	4420183	+	WP_010954737.1	WP_010954737.1		hypothetical protein		PP_RS20355	384	127	PP_3911
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4420251	4421912	+	WP_010954738.1	WP_010954738.1		DNA cytosine methyltransferase		PP_RS20360	1662	553	PP_3912
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4421921	4422598	+	WP_049587756.1	WP_049587756.1		hypothetical protein		PP_RS20365	678	225	PP_3913
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4422648	4422947	-	WP_049587754.1	WP_049587754.1		hypothetical protein		PP_RS20370	300	99	PP_5645
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4423113	4423496	+	WP_010954740.1	WP_010954740.1		hypothetical protein		PP_RS20375	384	127	PP_3914
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4423768	4424091	+	WP_010954741.1	WP_010954741.1		hypothetical protein		PP_RS20380	324	107	PP_3915
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4424088	4424480	+	WP_010954742.1	WP_010954742.1		DUF2591 domain-containing protein		PP_RS20385	393	130	PP_3916
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4425763	4426080	+	WP_049587747.1	WP_049587747.1		hypothetical protein		PP_RS20390	318	105	PP_3917
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4426120	4426365	+	WP_010954745.1	WP_010954745.1		DUF4224 domain-containing protein		PP_RS20395	246	81	PP_3919
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4426367	4427416	+	WP_010954746.1	WP_010954746.1		tyrosine-type recombinase/integrase		PP_RS20400	1050	349	PP_3920
tRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4427518	4427591	-				tRNA-Cys		PP_RS20405	74		PP_t61
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4427746	4428765	-	WP_010954747.1	WP_010954747.1		protease SohB	sohB	PP_RS20410	1020	339	PP_3922
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4428963	4429673	+	WP_010954748.1	WP_010954748.1		histidine phosphatase family protein		PP_RS20415	711	236	PP_3923
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4429730	4430047	+	WP_003251077.1	WP_003251077.1		SCP2 sterol-binding domain-containing protein		PP_RS20420	318	105	PP_3924
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4430231	4431298	+	WP_010954749.1	WP_010954749.1		phosphotransferase family protein		PP_RS20425	1068	355	PP_3925
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4431335	4432102	+	WP_003251082.1	WP_003251082.1		SDR family oxidoreductase		PP_RS20430	768	255	PP_3926
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4432103	4432924	-	WP_003251085.1	WP_003251085.1		class I SAM-dependent methyltransferase		PP_RS20435	822	273	PP_3927
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4433094	4433444	-	WP_012051882.1	WP_012051882.1		hypothetical protein		PP_RS20440	351	116	PP_5648
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4433562	4433852	+	WP_010954750.1	WP_010954750.1		RcnB family protein		PP_RS20445	291	96	PP_3928
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4434096	4434281	+	WP_004577263.1	WP_004577263.1		hypothetical protein		PP_RS20450	186	61	PP_3929
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4434355	4434747	+	WP_010954752.1	WP_010954752.1		hypothetical protein		PP_RS20455	393	130	PP_3930
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4434874	4436703	+	WP_010954753.1	WP_010954753.1		SLC13 family permease		PP_RS20460	1830	609	PP_3931
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4436841	4438265	+	WP_049587745.1	WP_049587745.1		sensor domain-containing diguanylate cyclase		PP_RS20465	1425	474	PP_3932
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4438267	4439028	-	WP_010954755.1	WP_010954755.1		TSUP family transporter		PP_RS20470	762	253	PP_3933
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4439127	4440032	+	WP_049587744.1	WP_049587744.1		LysR family transcriptional regulator		PP_RS20475	906	301	PP_3934
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4440345	4440620	-	WP_172835027.1	WP_172835027.1		hypothetical protein		PP_RS20480	276	91	
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4440881	4441066	+	WP_049587743.1	WP_049587743.1		hypothetical protein		PP_RS20485	186	61	PP_3938
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4441238	4442530	-	WP_010954761.1	WP_010954761.1		OprD family porin		PP_RS20490	1293	430	PP_3939
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4442668	4443981	-	WP_003251108.1	WP_003251108.1		MFS transporter		PP_RS20495	1314	437	PP_3940
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4444190	4444831	-	WP_003251109.1	WP_003251109.1		isochorismatase family protein		PP_RS20500	642	213	PP_3941
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4444847	4445599	-	WP_003251112.1	WP_003251112.1		maleate isomerase		PP_RS20505	753	250	PP_3942
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4445613	4446419	-	WP_010954762.1	WP_010954762.1		N-formylmaleamate deformylase	nicD	PP_RS20510	807	268	PP_3943
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4446416	4447564	-	WP_010954763.1	WP_010954763.1		6-hydroxynicotinate 3-monooxygenase	nicC	PP_RS20515	1149	382	PP_3944
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4447886	4448938	+	WP_004577272.1	WP_004577272.1		"2,5-dihydroxypyridine 5,6-dioxygenase"		PP_RS20520	1053	350	PP_3945
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4449009	4449485	+	WP_003251120.1	WP_003251120.1		winged helix-turn-helix transcriptional regulator		PP_RS20525	477	158	PP_3946
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4449927	4450400	+	WP_010954764.1	WP_010954764.1		(2Fe-2S)-binding protein		PP_RS20530	474	157	PP_3947
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4450397	4453960	+	WP_010954765.1	WP_010954765.1		molybdopterin-dependent oxidoreductase		PP_RS20535	3564	1187	PP_3948
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4453964	4454602	-	WP_010954766.1	WP_010954766.1		TetR family transcriptional regulator		PP_RS20540	639	212	PP_3949
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4454807	4456972	-	WP_049587741.1	WP_049587741.1		methyl-accepting chemotaxis protein		PP_RS20545	2166	721	PP_3950
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4457363	4458058	+	WP_010954768.1	WP_010954768.1		3-oxoacid CoA-transferase subunit A		PP_RS20550	696	231	PP_3951
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4458067	4458708	+	WP_003251131.1	WP_003251131.1		CoA transferase subunit B		PP_RS20555	642	213	PP_3952
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4458976	4460430	+	WP_010954769.1	WP_010954769.1		TrkH family potassium uptake protein		PP_RS20560	1455	484	PP_3953
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4460535	4461485	+	WP_010954770.1	WP_010954770.1		TAXI family TRAP transporter solute-binding subunit		PP_RS20565	951	316	PP_3954
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4461513	4463540	+	WP_010954771.1	WP_010954771.1		TRAP transporter permease		PP_RS20570	2028	675	PP_3955
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4463537	4463953	+	WP_010954772.1	WP_010954772.1		DUF1850 domain-containing protein		PP_RS20575	417	138	PP_3956
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4463981	4465954	-	WP_010954773.1	WP_010954773.1		choline BCCT transporter BetT	betT	PP_RS20580	1974	657	PP_3957
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4466258	4467619	+	WP_010954774.1	WP_010954774.1		Na+/H+ antiporter NhaA	nhaA	PP_RS20585	1362	453	PP_3958
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4467846	4469117	+	WP_110771825.1	WP_110771825.1		chloride channel protein		PP_RS20590	1272	423	PP_3959
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4469219	4469824	-	WP_010954776.1	WP_010954776.1		TetR family transcriptional regulator		PP_RS20595	606	201	PP_3960
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4469981	4471189	-	WP_010954777.1	WP_010954777.1		MFS transporter		PP_RS20600	1209	402	PP_3961
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4471460	4471570	+				transposase domain-containing protein		PP_RS20605	111		seudo
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4471999	4472793	+	WP_049587738.1	WP_049587738.1		OBAP family protein		PP_RS20610	795	264	PP_3962
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4473460	4473786	+	WP_010954779.1	WP_010954779.1		hypothetical protein		PP_RS20615	327	108	PP_3963
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4474000	4475535	-	WP_010954780.1	WP_010954780.1		IS66 family transposase		PP_RS20620	1536	511	PP_3964
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4475791	4475934	-				IS66 family insertion sequence element accessory protein TnpB	tnpB	PP_RS28445	144		seudo
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4475931	4476251	-	WP_010954781.1	WP_010954781.1		IS66 family insertion sequence hypothetical protein		PP_RS20630	321	106	PP_3966
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4476466	4476867	+	WP_049587734.1	WP_049587734.1		NUDIX domain-containing protein		PP_RS20635	402	133	PP_3967
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4476873	4477991	-	WP_010954783.1	WP_010954783.1		HAMP domain-containing histidine kinase		PP_RS20640	1119	372	PP_3968
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4478139	4478501	+	WP_010954784.1	WP_010954784.1		response regulator		PP_RS20645	363	120	PP_3969
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4478650	4479852	+	WP_010954785.1	WP_010954785.1		glutathione-dependent formaldehyde dehydrogenase		PP_RS20650	1203	400	PP_3970
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4479866	4480099	+	WP_010954786.1	WP_010954786.1		PLDc N-terminal domain-containing protein		PP_RS20655	234	77	PP_3971
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4480132	4481457	+	WP_010954787.1	WP_010954787.1		SDR family oxidoreductase		PP_RS20660	1326	441	PP_3972
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4481541	4481840	+				hemerythrin domain-containing protein		PP_RS20665	300		seudo
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4481995	4482981	+	WP_010954789.1	WP_010954789.1		LysR family transcriptional regulator		PP_RS20670	987	328	PP_3974
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4483001	4483462	-	WP_010954790.1	WP_010954790.1		RidA family protein		PP_RS20675	462	153	PP_3975
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4483670	4484356	+	WP_010954791.1	WP_010954791.1		hydrolase		PP_RS20680	687	228	PP_3976
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4485122	4486126	+	WP_126404343.1	WP_126404343.1		hypothetical protein		PP_RS20685	1005	334	PP_3977
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4486396	4486716	+	WP_010954361.1	WP_010954361.1		IS66 family insertion sequence hypothetical protein		PP_RS20690	321	106	PP_3979
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4486713	4486856	+				IS66 family insertion sequence element accessory protein TnpB	tnpB	PP_RS28450	144		seudo
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4487112	4488647	+	WP_010954362.1	WP_010954362.1		IS66 family transposase		PP_RS20700	1536	511	PP_3981
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4489218	4491863	-	WP_010954794.1	WP_010954794.1		AAA family ATPase		PP_RS20705	2646	881	PP_3982
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4492220	4492900	+	WP_126404341.1	WP_126404341.1		hypothetical protein		PP_RS20710	681	226	PP_3983
CDS	without_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4493065	4493336	-				transposase		PP_RS20715	272		PP_5650
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4493379	4493639	-	WP_010954796.1	WP_010954796.1		IS66 family transposase		PP_RS20720	261	86	PP_3984
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4493708	4495240	-	WP_010954007.1	WP_010954007.1		IS66-like element ISPpu13 family transposase		PP_RS20725	1533	510	PP_3985
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4495259	4495615	-	WP_010954797.1	WP_010954797.1		IS66 family insertion sequence element accessory protein TnpB	tnpB	PP_RS20730	357	118	PP_3986
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4495691	4496650	+	WP_010954798.1	WP_010954798.1		tyrosine-type recombinase/integrase		PP_RS20735	960	319	PP_3987
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4496702	4497958	-	WP_049587786.1	WP_049587786.1		hypothetical protein		PP_RS20740	1257	418	PP_5651
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4497955	4500003	-	WP_010954799.1	WP_010954799.1		ATP-binding protein		PP_RS20745	2049	682	PP_3988
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4500015	4501061	-	WP_010954800.1	WP_010954800.1		DNA cytosine methyltransferase		PP_RS20750	1047	348	PP_3989
tRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4501316	4501403	-				tRNA-Ser		PP_RS20755	88		PP_t60
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4501537	4502208	+	WP_003251184.1	WP_003251184.1		Bax inhibitor-1/YccA family protein		PP_RS20760	672	223	PP_3990
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4502372	4503751	+	WP_010954802.1	WP_010954802.1		uracil-xanthine permease		PP_RS20765	1380	459	PP_3992
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4503849	4504241	+	WP_003251188.1	WP_003251188.1		sulfurtransferase complex subunit TusD	tusD	PP_RS20770	393	130	PP_3993
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4504243	4504602	+	WP_010954803.1	WP_010954803.1		sulfurtransferase complex subunit TusC	tusC	PP_RS20775	360	119	PP_3994
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4504602	4504898	+	WP_003251193.1	WP_003251193.1		sulfurtransferase complex subunit TusB	tusB	PP_RS20780	297	98	PP_3995
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4504895	4505230	+	WP_010954804.1	WP_010954804.1		TusE/DsrC/DsvC family sulfur relay protein		PP_RS20785	336	111	PP_3996
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4505227	4506228	+	WP_010954805.1	WP_010954805.1		glycosyl transferase family protein		PP_RS20790	1002	333	PP_3997
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4506323	4507282	+	WP_049587789.1	WP_049587789.1		glutathione S-transferase family protein		PP_RS20795	960	319	PP_3998
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4507389	4508780	-	WP_010954807.1	WP_010954807.1		uroporphyrinogen-III C-methyltransferase	cobA	PP_RS20800	1392	463	PP_3999
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4508781	4510061	-	WP_010954808.1	WP_010954808.1		serine--tRNA ligase	serS	PP_RS20805	1281	426	PP_4000
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4510092	4510466	-	WP_003251205.1	WP_003251205.1		fluoride efflux transporter CrcB	crcB	PP_RS20810	375	124	PP_4001
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4510463	4511788	-	WP_010954809.1	WP_010954809.1		replication-associated recombination protein A		PP_RS20815	1326	441	PP_4002
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4511801	4512424	-	WP_003251209.1	WP_003251209.1		outer membrane lipoprotein chaperone LolA	lolA	PP_RS20820	624	207	PP_4003
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	4512487	4514991	-	WP_010954811.1	WP_010954811.1		DNA translocase FtsK		PP_RS20825	2505	834	PP_4004
